StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Welcome,Age,Gender,Race,Location,AudioCheck,Video_Control_Time_First Click,Video_Control_Time_Last Click,Video_Control_Time_Page Submit,Video_Control_Time_Click Count,Video_Treatment_Time_First Click,Video_Treatment_Time_Last Click,Video_Treatment_Time_Page Submit,Video_Treatment_Time_Click Count,Personal_Views_Confident,Personal_Views_Beautiful,Personal_Views_Beauty_Importance,Personal_Views_Relate_To_Model,Passion_i_identify_1,Passion_i_prefer_1,Passion_o_prefer_1,Passion_validate_1,Passion_i_identify_2,Passion_i_prefer_2,Passion_o_prefer_2,Passion_validate_2,Coffee_i_identify_1,Coffee_i_prefer_1,Coffee_o_prefer_1,Coffe_validate_1,Coffee_i_identify_2,Coffee_i_prefer_2,Coffee_o_prefer_2,Coffee_validate_2,Couple_i_identify_1,Couple_i_prefer_1,Couple_o_prefer_1,Couple_validate_1,Couple_i_identify_2,Couple_i_prefer_2,Couple_o_prefer_2,Couple_validate_2,Work_i_identify_1,Work_i_prefer_1,Work_o_prefer_1,Work_validate_1,work_i_identify_2,Work_i_prefer_2,Work_o_prefer_2,Work_validate_2,FIt_i_identify_1,Fit_i_prefer_1,Fit_o_prefer_1,Fit_validate_1,Fit_i_identify_2,Fit_i_prefer_2,Fit_o_prefer_2,Fit_validate_2,Group,Q9_6_TEXT - Topics
2017-07-18 14:32:42,2017-07-18 14:38:03,IP Address,122.164.105.157,100,321,True,2017-07-18 14:38:04,R_1jDuUToQVLK3L0x,,,,,13.083297729492,80.283294677734,anonymous,EN,I agree,25 - 34,Male,Asian,Indiana,Pineapple,0,0,33.592,0,,,,,Strongly Agree,Agree,Strongly Agree,Agree,,,,,Ad 2,Ad 2,Ad 2,Ad 2,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,,,,,Control,
2017-07-18 14:36:21,2017-07-18 14:38:41,IP Address,142.196.76.228,100,139,True,2017-07-18 14:38:42,R_vNPXjnpk8nvMmGZ,,,,,28.757797241211,-81.339698791504,anonymous,EN,I agree,25 - 34,Female,Asian,Florida,Pineapple,0,0,34.784,0,,,,,Agree,Agree,Agree,Disagree,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Control,
2017-07-18 14:36:20,2017-07-18 14:38:47,IP Address,69.47.153.91,100,146,True,2017-07-18 14:38:47,R_4IrK7AVXJ1lEMVj,,,,,42.7626953125,-84.44270324707,anonymous,EN,I agree,35 - 44,Male,White,Michigan,Pineapple,0,0,33.797,0,,,,,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 2,Ad 1,Ad 1,Ad 1,,,,,Ad 2,Ad 1,Ad 1,Ad 1,,,,,Ad 2,Ad 1,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Control,
2017-07-18 14:35:47,2017-07-18 14:39:01,IP Address,62.74.12.37,100,193,True,2017-07-18 14:39:02,R_24tO9aC4mvUsA9M,,,,,37.966705322266,23.716705322266,anonymous,EN,I agree,35 - 44,Male,White,New York,Pineapple,,,,,0,0,36.389,0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Treatment,
2017-07-18 14:35:32,2017-07-18 14:39:47,IP Address,107.145.80.121,100,254,True,2017-07-18 14:39:47,R_3PH6ZZk98AUoLfg,,,,,28.934097290039,-81.959899902344,anonymous,EN,I agree,18 - 24,Female,Black or African American,Florida,Pineapple,,,,,0,0,42.772,0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Ad 1,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Treatment,
2017-07-18 14:34:36,2017-07-18 14:40:49,IP Address,197.221.253.0,100,372,True,2017-07-18 14:40:49,R_sFpF6WOnNxScp1f,,,,,-20.149993896484,28.583297729492,anonymous,EN,I agree,25 - 34,Female,"White,Black or African American",Pennsylvania,Pineapple,,,,,0,0,36.353,0,Disagree,Agree,Strongly Agree,Agree,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 2,Ad 1,,,,,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Treatment,
2017-07-18 14:37:51,2017-07-18 14:40:50,IP Address,122.164.105.157,100,178,True,2017-07-18 14:40:51,R_6kU8TrcVbe04TBv,,,,,13.083297729492,80.283294677734,anonymous,EN,I agree,25 - 34,Male,Asian,Connecticut,Pineapple,,,,,0,0,37.247,0,Strongly Agree,Agree,Agree,Strongly Agree,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 1,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Treatment,
2017-07-18 14:37:43,2017-07-18 14:41:21,IP Address,74.130.98.253,100,218,True,2017-07-18 14:41:22,R_2azSHiCPtOFoRhK,,,,,36.635498046875,-88.282997131348,anonymous,EN,I agree,45 - 54,Male,White,Kentucky,Pineapple,,,,,2.183,2.183,38.085,1,Agree,Disagree,Disagree,Agree,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 2,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Treatment,
2017-07-18 14:37:50,2017-07-18 14:41:24,IP Address,108.9.241.131,100,214,True,2017-07-18 14:41:24,R_1gpDe9MabjQ1XvV,,,,,27.871505737305,-82.654197692871,anonymous,EN,I agree,35 - 44,Female,Black or African American,Florida,Pineapple,0,0,67.062,0,,,,,Disagree,Agree,Strongly Agree,Strongly disagree,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 2,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 2,Ad 2,Ad 2,Control,
2017-07-18 14:38:29,2017-07-18 14:41:45,IP Address,24.192.36.51,100,195,True,2017-07-18 14:41:45,R_1HqosiuO56Z8RKd,,,,,38.020095825195,-87.575401306152,anonymous,EN,I agree,55 - 64,Female,White,Indiana,Pineapple,,,,,0,0,34.713,0,Disagree,Disagree,Disagree,Strongly Agree,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Treatment,
2017-07-18 14:37:35,2017-07-18 14:42:01,IP Address,76.30.97.42,100,266,True,2017-07-18 14:42:02,R_1Ft52MBnCXJLy7S,,,,,29.555694580078,-95.633499145508,anonymous,EN,I agree,25 - 34,Female,Black or African American,Texas,Pineapple,0,0,37.751,0,,,,,Agree,Disagree,Agree,Disagree,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 2,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Control,
2017-07-18 14:38:35,2017-07-18 14:42:05,IP Address,110.54.214.99,100,210,True,2017-07-18 14:42:06,R_3MrOntii45udtCq,,,,,14.386901855469,120.88171386719,anonymous,EN,I agree,18 - 24,Female,Asian,I do not reside in the United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-18 14:39:14,2017-07-18 14:42:07,IP Address,100.7.75.66,100,172,True,2017-07-18 14:42:08,R_2v6A4zkVvGPTtcF,,,,,37.484893798828,-77.655097961426,anonymous,EN,I agree,45 - 54,Male,White,Virginia,Pineapple,,,,,0,0,43.367,0,Agree,Disagree,Strongly disagree,Disagree,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,Ad 2,Ad 1,,,,,Treatment,
2017-07-18 14:38:51,2017-07-18 14:42:31,IP Address,122.164.105.157,100,220,True,2017-07-18 14:42:32,R_1LNf9Pmv2tTXy4W,,,,,13.083297729492,80.283294677734,anonymous,EN,I agree,25 - 34,Male,Asian,Indiana,Pineapple,0,0,33.738,0,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Control,
2017-07-18 14:40:14,2017-07-18 14:42:31,IP Address,50.88.101.61,100,136,True,2017-07-18 14:42:32,R_V1Dd17wkcDMXuHD,,,,,28.203994750977,-81.495101928711,anonymous,EN,I agree,18 - 24,Male,White,Florida,Pineapple,,,,,0,0,36.333,0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,Ad 1,Ad 2,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Treatment,
2017-07-18 14:39:47,2017-07-18 14:42:41,IP Address,98.93.240.103,100,174,True,2017-07-18 14:42:41,R_W7Cpl9ual82Xxu1,,,,,36.90739440918,-87.459701538086,anonymous,EN,I agree,45 - 54,Male,White,Kentucky,Pineapple,0,0,36.387,0,,,,,Disagree,Disagree,Agree,Strongly disagree,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,Ad 2,Ad 1,,,,,Ad 1,Ad 1,Ad 2,Ad 1,,,,,Ad 1,Ad 1,Ad 2,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Control,
2017-07-18 14:42:26,2017-07-18 14:42:49,IP Address,172.245.48.102,100,23,True,2017-07-18 14:42:50,R_doH1xgbIL4cy0KZ,,,,,42.88639831543,-78.87809753418,anonymous,EN,I agree,35 - 44,Female,White,I do not reside in the United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-18 14:40:21,2017-07-18 14:42:58,IP Address,216.106.49.43,100,156,True,2017-07-18 14:42:59,R_r07WvTMB1JidvFf,,,,,38.828903198242,-91.974403381348,anonymous,EN,I agree,25 - 34,Male,White,Missouri,Pineapple,,,,,0,0,33.457,0,Agree,Agree,Disagree,Strongly Agree,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 2,Ad 2,,,,,Ad 2,Ad 2,Ad 1,Ad 2,Ad 1,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Treatment,
2017-07-18 14:41:08,2017-07-18 14:44:08,IP Address,69.136.185.62,100,179,True,2017-07-18 14:44:08,R_pN647IZ36wOYsrn,,,,,41.840606689453,-87.758796691895,anonymous,EN,I agree,35 - 44,Female,"White,Other",Illinois,Pineapple,0,0,33.705,0,,,,,Agree,Agree,Disagree,Disagree,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Control,
2017-07-18 14:40:27,2017-07-18 14:45:05,IP Address,98.230.231.210,100,277,True,2017-07-18 14:45:06,R_27Vd7p8TfCNAunn,,,,,32.918304443359,-80.687896728516,anonymous,EN,I agree,35 - 44,Male,White,South Carolina,Pineapple,0,0,37.132,0,,,,,Agree,Agree,Agree,Agree,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Control,
2017-07-18 14:37:37,2017-07-18 14:45:16,IP Address,104.131.243.162,100,459,True,2017-07-18 14:45:17,R_WuJNLJd9orhv6RH,,,,,40.730804443359,-73.997497558594,anonymous,EN,I agree,25 - 34,Female,Asian,Florida,Pineapple,,,,,17.779,17.779,51.69,1,Agree,Strongly Agree,Agree,Agree,,,,,Ad 1,Ad 1,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Ad 1,Ad 1,Ad 2,Ad 1,,,,,Treatment,
2017-07-18 14:42:51,2017-07-18 14:45:31,IP Address,73.25.42.11,100,159,True,2017-07-18 14:45:32,R_OClSlEHpERN5iKt,,,,,45.481796264648,-122.60049438477,anonymous,EN,I agree,25 - 34,Female,White,Oregon,Pineapple,,,,,0,0,32.271,0,Disagree,Disagree,Strongly disagree,Disagree,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Treatment,
2017-07-18 14:42:02,2017-07-18 14:45:39,IP Address,70.209.133.66,100,216,True,2017-07-18 14:45:39,R_pKI84fy56HzuIMx,,,,,42.923294067383,-73.840698242188,anonymous,EN,I agree,55 - 64,Male,White,New York,Pineapple,0,0,37.593,0,,,,,Strongly Agree,Strongly Agree,Disagree,Strongly disagree,,,,,Ad 2,Ad 2,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 1,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Control,
2017-07-18 14:42:55,2017-07-18 14:45:45,IP Address,198.140.240.10,100,169,True,2017-07-18 14:45:45,R_U9lSoz1HEYg4PHX,,,,,28.306900024414,-81.424598693848,anonymous,EN,I agree,35 - 44,Male,White,Florida,Pineapple,,,,,0,0,38.389,0,Agree,Agree,Disagree,Strongly disagree,,,,,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Treatment,
2017-07-18 14:42:11,2017-07-18 14:46:14,IP Address,71.206.203.234,100,242,True,2017-07-18 14:46:14,R_3PXJAT8YzpOmMor,,,,,40.572799682617,-79.724800109863,anonymous,EN,I agree,25 - 34,Male,White,Pennsylvania,Pineapple,0,0,35.367,0,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Ad 2,Ad 2,Ad 2,Ad 1,,,,,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Control,
2017-07-18 14:44:24,2017-07-18 14:46:29,IP Address,97.84.69.195,100,124,True,2017-07-18 14:46:29,R_W6xW4TonC1shNTz,,,,,37.069198608398,-121.55670166016,anonymous,EN,I agree,18 - 24,Female,White,California,Pineapple,0,0,34.86,0,,,,,Agree,Agree,Agree,Agree,,,,,Ad 2,Ad 2,Ad 2,Ad 2,,,,,Ad 2,Ad 2,Ad 2,Ad 2,,,,,Ad 1,Ad 2,Ad 1,Ad 2,,,,,Ad 1,Ad 2,Ad 2,Ad 2,Ad 1,Ad 2,Ad 1,Ad 1,,,,,Control,
2017-07-18 14:42:12,2017-07-18 14:46:52,IP Address,108.95.94.183,100,279,True,2017-07-18 14:46:52,R_2WYjY3rM4FfQPRX,,,,,39.631896972656,-86.302597045898,anonymous,EN,I agree,18 - 24,Female,White,Indiana,Pineapple,0,0,52.576,0,,,,,Agree,Agree,Disagree,Agree,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Ad 1,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Control,
2017-07-18 14:43:35,2017-07-18 14:46:52,IP Address,24.50.225.18,100,197,True,2017-07-18 14:46:52,R_3EhU20OyzJRa4iT,,,,,18.452606201172,-67.01830291748,anonymous,EN,I agree,18 - 24,Female,White,New York,Pineapple,,,,,0,0,37.318,0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Ad 1,,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,,,,,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Treatment,
2017-07-18 14:21:15,2017-07-18 14:46:53,IP Address,73.153.45.51,100,1538,True,2017-07-18 14:46:53,R_tGTqCC0N3N6HjVf,,,,,40.399597167969,-104.80020141602,anonymous,EN,I agree,25 - 34,Male,White,Colorado,Pineapple,,,,,0,0,64.269,0,Disagree,Disagree,Disagree,Disagree,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 1,Ad 1,Ad 2,Ad 1,,,,,Treatment,
2017-07-18 14:43:33,2017-07-18 14:47:19,IP Address,174.106.133.144,100,225,True,2017-07-18 14:47:20,R_1qestC2VEVFUOfo,,,,,35.162002563477,-76.958503723145,anonymous,EN,I agree,18 - 24,Female,White,North Carolina,Pineapple,0,0,35.501,0,,,,,Agree,Agree,Agree,Disagree,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Control,
2017-07-18 14:44:31,2017-07-18 14:47:49,IP Address,107.77.230.108,100,197,True,2017-07-18 14:47:49,R_1qW0886QjOkGtWl,,,,,34.054397583008,-118.2440032959,anonymous,EN,I agree,25 - 34,Female,Asian,North Carolina,Pineapple,,,,,39.043,47.483,49.499,3,Disagree,Disagree,Agree,Agree,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 1,Ad 1,Ad 2,Ad 1,,,,,,,,,Ad 2,Ad 1,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Treatment,
2017-07-18 14:45:09,2017-07-18 14:48:17,IP Address,69.136.135.73,100,187,True,2017-07-18 14:48:17,R_2qeLQ5G6Dbx6ilt,,,,,42.59880065918,-83.010398864746,anonymous,EN,I agree,25 - 34,Male,White,Arizona,Pineapple,,,,,0,0,34.578,0,Agree,Agree,Agree,Strongly disagree,Ad 2,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 1,Ad 1,Ad 2,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Treatment,
2017-07-18 14:45:06,2017-07-18 14:48:20,IP Address,173.25.183.197,100,194,True,2017-07-18 14:48:20,R_3HXCV6EFUjW3koZ,,,,,37.170196533203,-93.329696655273,anonymous,EN,I agree,55 - 64,Female,White,Missouri,Pineapple,0,0,67.092,0,,,,,Agree,Agree,Agree,Disagree,,,,,Ad 2,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,,,,,,,,,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Control,
2017-07-18 14:44:56,2017-07-18 14:48:27,IP Address,2.237.160.197,100,210,True,2017-07-18 14:48:28,R_1kZGAegVFqlpyso,,,,,40.850006103516,14.466705322266,anonymous,EN,I agree,25 - 34,Male,White,Illinois,Pineapple,1.624,6.766,33.957,2,,,,,Agree,Agree,Agree,Disagree,,,,,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 2,Ad 1,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Control,
2017-07-18 14:46:58,2017-07-18 14:49:06,IP Address,71.204.54.188,100,127,True,2017-07-18 14:49:07,R_3GdqY66w9UqveaC,,,,,34.001693725586,-84.471000671387,anonymous,EN,I agree,35 - 44,Female,White,Georgia,Pineapple,,,,,0,0,32.183,0,Agree,Agree,Disagree,Agree,Ad 1,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Treatment,
2017-07-18 14:46:09,2017-07-18 14:49:16,IP Address,71.38.174.108,100,186,True,2017-07-18 14:49:25,R_1eY0kv3PilHSZJl,,,,,36.175003051758,-115.13719940186,anonymous,EN,I agree,25 - 34,Male,Asian,Nevada,Pineapple,4.451,33.334,37.337,2,,,,,Agree,Agree,Agree,Disagree,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 2,Ad 2,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Control,
2017-07-18 14:45:20,2017-07-18 14:49:47,IP Address,96.59.245.119,100,266,True,2017-07-18 14:49:47,R_XI1IwnzwbSlyb3H,,,,,27.822296142578,-82.27970123291,anonymous,EN,I agree,25 - 34,Female,White,Florida,Pineapple,2.004,59.394,60.791,2,,,,,Agree,Agree,Agree,Agree,,,,,Ad 2,Ad 2,Ad 1,Ad 2,Ad 1,Ad 1,Ad 2,Ad 1,,,,,Ad 1,Ad 1,Ad 2,Ad 1,,,,,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Control,
2017-07-18 14:45:58,2017-07-18 14:49:54,IP Address,108.169.161.66,100,236,True,2017-07-18 14:49:55,R_wKK40hRADoyo9kR,,,,,39.953704833984,-82.931701660156,anonymous,EN,I agree,25 - 34,Male,White,Ohio,Pineapple,,,,,0,0,36.529,0,Agree,Disagree,Disagree,Disagree,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,Ad 2,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Treatment,
2017-07-18 14:47:43,2017-07-18 14:49:55,IP Address,142.197.115.189,100,131,True,2017-07-18 14:49:55,R_24H0mBGJvQxterF,,,,,28.607894897461,-81.30549621582,anonymous,EN,I agree,25 - 34,Male,White,Florida,Pineapple,0,0,104.735,0,,,,,Strongly Agree,Strongly Agree,Strongly disagree,Disagree,Ad 1,Ad 2,Ad 2,Ad 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,
2017-07-18 14:47:45,2017-07-18 14:50:36,IP Address,67.53.10.50,100,171,True,2017-07-18 14:50:37,R_324KvYPfktcGxbs,,,,,43.08039855957,-88.259201049805,anonymous,EN,I agree,25 - 34,Male,White,Wisconsin,Pineapple,0,0,34.783,0,,,,,Agree,Disagree,Strongly disagree,Strongly disagree,,,,,Ad 1,Ad 1,Ad 2,Ad 2,,,,,Ad 2,Ad 2,Ad 1,Ad 2,,,,,Ad 2,Ad 2,Ad 2,Ad 2,,,,,Ad 1,Ad 2,Ad 2,Ad 2,,,,,Ad 2,Ad 1,Ad 1,Ad 2,Control,
2017-07-18 14:42:35,2017-07-18 14:50:41,IP Address,184.153.190.16,100,486,True,2017-07-18 14:50:42,R_11csPYYtuy8wThd,,,,,44.863494873047,-68.840202331543,anonymous,EN,I agree,25 - 34,Male,White,Maine,Pineapple,0,0,35.126,0,,,,,Agree,Agree,Agree,Agree,,,,,Ad 2,Ad 2,Ad 1,Ad 2,Ad 2,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 2,Ad 2,Ad 1,Ad 2,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Ad 1,Ad 2,Ad 2,Ad 1,,,,,Control,
2017-07-18 14:47:46,2017-07-18 14:50:52,IP Address,47.199.35.61,100,186,True,2017-07-18 14:50:53,R_3qUsy9MCpBSGzrm,,,,,28.215805053711,-82.659599304199,anonymous,EN,I agree,18 - 24,Male,White,Florida,Pineapple,,,,,2.522,2.522,37.605,1,Disagree,Disagree,Agree,Disagree,Ad 2,Ad 2,Ad 2,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,,,,,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Treatment,
2017-07-18 14:48:59,2017-07-18 14:51:04,IP Address,100.16.36.19,100,124,True,2017-07-18 14:51:04,R_SB24U5jTgHfy5Ox,,,,,39.535903930664,-76.348297119141,anonymous,EN,I agree,25 - 34,Male,White,Maryland,Pineapple,,,,,5.334,5.334,34.41,1,Agree,Agree,Agree,Disagree,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Treatment,
